Vuosi,Kk,Pv,Klo,Aikavyöhyke,Lumensyvyys (cm)
1998,7,28,00:00,UTC,-1
1998,7,29,00:00,UTC,-1
1998,7,30,00:00,UTC,-1
1998,7,31,00:00,UTC,-1
1998,8,1,00:00,UTC,-1
1998,8,2,00:00,UTC,-1
1998,8,3,00:00,UTC,-1
1998,8,4,00:00,UTC,-1
1998,8,5,00:00,UTC,-1
1998,8,6,00:00,UTC,-1
1998,8,7,00:00,UTC,-1
1998,8,8,00:00,UTC,-1
1998,8,9,00:00,UTC,-1
1998,8,10,00:00,UTC,-1
1998,8,11,00:00,UTC,-1
1998,8,12,00:00,UTC,-1
1998,8,13,00:00,UTC,-1
1998,8,14,00:00,UTC,-1
1998,8,15,00:00,UTC,-1
1998,8,16,00:00,UTC,-1
1998,8,17,00:00,UTC,-1
1998,8,18,00:00,UTC,-1
1998,8,19,00:00,UTC,-1
1998,8,20,00:00,UTC,-1
1998,8,21,00:00,UTC,-1
1998,8,22,00:00,UTC,-1
1998,8,23,00:00,UTC,-1
1998,8,24,00:00,UTC,-1
1998,8,25,00:00,UTC,-1
1998,8,26,00:00,UTC,-1
1998,8,27,00:00,UTC,-1
1998,8,28,00:00,UTC,-1
1998,8,29,00:00,UTC,-1
1998,8,30,00:00,UTC,-1
1998,8,31,00:00,UTC,-1
1998,9,1,00:00,UTC,-1
1998,9,2,00:00,UTC,-1
1998,9,3,00:00,UTC,-1
1998,9,4,00:00,UTC,-1
1998,9,5,00:00,UTC,-1
1998,9,6,00:00,UTC,-1
1998,9,7,00:00,UTC,-1
1998,9,8,00:00,UTC,-1
1998,9,9,00:00,UTC,-1
1998,9,10,00:00,UTC,-1
1998,9,11,00:00,UTC,-1
1998,9,12,00:00,UTC,-1
1998,9,13,00:00,UTC,-1
1998,9,14,00:00,UTC,-1
1998,9,15,00:00,UTC,-1
1998,9,16,00:00,UTC,-1
1998,9,17,00:00,UTC,-1
1998,9,18,00:00,UTC,-1
1998,9,19,00:00,UTC,-1
1998,9,20,00:00,UTC,-1
1998,9,21,00:00,UTC,-1
1998,9,22,00:00,UTC,-1
1998,9,23,00:00,UTC,-1
1998,9,24,00:00,UTC,-1
1998,9,25,00:00,UTC,-1
1998,9,26,00:00,UTC,-1
1998,9,27,00:00,UTC,-1
1998,9,28,00:00,UTC,-1
1998,9,29,00:00,UTC,-1
1998,9,30,00:00,UTC,-1
1998,10,1,00:00,UTC,-1
1998,10,2,00:00,UTC,-1
1998,10,3,00:00,UTC,-1
1998,10,4,00:00,UTC,-1
1998,10,5,00:00,UTC,-1
1998,10,6,00:00,UTC,-1
1998,10,7,00:00,UTC,-1
1998,10,8,00:00,UTC,-1
1998,10,9,00:00,UTC,-1
1998,10,10,00:00,UTC,-1
1998,10,11,00:00,UTC,-1
1998,10,12,00:00,UTC,2
1998,10,13,00:00,UTC,-1
1998,10,14,00:00,UTC,-1
1998,10,15,00:00,UTC,-1
1998,10,16,00:00,UTC,0
1998,10,17,00:00,UTC,-1
1998,10,18,00:00,UTC,0
1998,10,19,00:00,UTC,0
1998,10,20,00:00,UTC,0
1998,10,21,00:00,UTC,3
1998,10,22,00:00,UTC,3
1998,10,23,00:00,UTC,1
1998,10,24,00:00,UTC,-1
1998,10,25,00:00,UTC,-1
1998,10,26,00:00,UTC,-1
1998,10,27,00:00,UTC,-1
1998,10,28,00:00,UTC,1
1998,10,29,00:00,UTC,0
1998,10,30,00:00,UTC,3
1998,10,31,00:00,UTC,4
1998,11,1,00:00,UTC,5
1998,11,2,00:00,UTC,5
1998,11,3,00:00,UTC,5
1998,11,4,00:00,UTC,5
1998,11,5,00:00,UTC,5
1998,11,6,00:00,UTC,5
1998,11,7,00:00,UTC,5
1998,11,8,00:00,UTC,5
1998,11,9,00:00,UTC,5
1998,11,10,00:00,UTC,5
1998,11,11,00:00,UTC,10
1998,11,12,00:00,UTC,33
1998,11,13,00:00,UTC,37
1998,11,14,00:00,UTC,37
1998,11,15,00:00,UTC,38
1998,11,16,00:00,UTC,38
1998,11,17,00:00,UTC,29
1998,11,18,00:00,UTC,35
1998,11,19,00:00,UTC,38
1998,11,20,00:00,UTC,36
1998,11,21,00:00,UTC,34
1998,11,22,00:00,UTC,32
1998,11,23,00:00,UTC,26
1998,11,24,00:00,UTC,21
1998,11,25,00:00,UTC,20
1998,11,26,00:00,UTC,22
1998,11,27,00:00,UTC,24
1998,11,28,00:00,UTC,23
1998,11,29,00:00,UTC,27
1998,11,30,00:00,UTC,27
1998,12,1,00:00,UTC,26
1998,12,2,00:00,UTC,21
1998,12,3,00:00,UTC,20
1998,12,4,00:00,UTC,29
1998,12,5,00:00,UTC,28
1998,12,6,00:00,UTC,28
1998,12,7,00:00,UTC,29
1998,12,8,00:00,UTC,29
1998,12,9,00:00,UTC,28
1998,12,10,00:00,UTC,31
1998,12,11,00:00,UTC,32
1998,12,12,00:00,UTC,30
1998,12,13,00:00,UTC,33
1998,12,14,00:00,UTC,33
1998,12,15,00:00,UTC,33
1998,12,16,00:00,UTC,36
1998,12,17,00:00,UTC,37
1998,12,18,00:00,UTC,39
1998,12,19,00:00,UTC,39
1998,12,20,00:00,UTC,41
1998,12,21,00:00,UTC,41
1998,12,22,00:00,UTC,41
1998,12,23,00:00,UTC,41
1998,12,24,00:00,UTC,42
1998,12,25,00:00,UTC,50
1998,12,26,00:00,UTC,55
1998,12,27,00:00,UTC,56
1998,12,28,00:00,UTC,54
1998,12,29,00:00,UTC,55
1998,12,30,00:00,UTC,55
1998,12,31,00:00,UTC,50
1999,1,1,00:00,UTC,50
1999,1,2,00:00,UTC,50
1999,1,3,00:00,UTC,50
1999,1,4,00:00,UTC,52
1999,1,5,00:00,UTC,54
1999,1,6,00:00,UTC,54
1999,1,7,00:00,UTC,55
1999,1,8,00:00,UTC,56
1999,1,9,00:00,UTC,56
1999,1,10,00:00,UTC,56
1999,1,11,00:00,UTC,56
1999,1,12,00:00,UTC,63
1999,1,13,00:00,UTC,64
1999,1,14,00:00,UTC,65
1999,1,15,00:00,UTC,62
1999,1,16,00:00,UTC,63
1999,1,17,00:00,UTC,74
1999,1,18,00:00,UTC,71
1999,1,19,00:00,UTC,70
1999,1,20,00:00,UTC,71
1999,1,21,00:00,UTC,74
1999,1,22,00:00,UTC,74
1999,1,23,00:00,UTC,74
1999,1,24,00:00,UTC,74
1999,1,25,00:00,UTC,74
1999,1,26,00:00,UTC,70
1999,1,27,00:00,UTC,70
1999,1,28,00:00,UTC,70
1999,1,29,00:00,UTC,70
1999,1,30,00:00,UTC,70
1999,1,31,00:00,UTC,72
1999,2,1,00:00,UTC,70
1999,2,2,00:00,UTC,70
1999,2,3,00:00,UTC,73
1999,2,4,00:00,UTC,74
1999,2,5,00:00,UTC,76
1999,2,6,00:00,UTC,75
1999,2,7,00:00,UTC,75
1999,2,8,00:00,UTC,75
1999,2,9,00:00,UTC,73
1999,2,10,00:00,UTC,73
1999,2,11,00:00,UTC,73
1999,2,12,00:00,UTC,75
1999,2,13,00:00,UTC,74
1999,2,14,00:00,UTC,74
1999,2,15,00:00,UTC,74
1999,2,16,00:00,UTC,80
1999,2,17,00:00,UTC,85
1999,2,18,00:00,UTC,88
1999,2,19,00:00,UTC,88
1999,2,20,00:00,UTC,88
1999,2,21,00:00,UTC,89
1999,2,22,00:00,UTC,89
1999,2,23,00:00,UTC,89
1999,2,24,00:00,UTC,88
1999,2,25,00:00,UTC,86
1999,2,26,00:00,UTC,90
1999,2,27,00:00,UTC,89
1999,2,28,00:00,UTC,86
1999,3,1,00:00,UTC,87
1999,3,2,00:00,UTC,88
1999,3,3,00:00,UTC,86
1999,3,4,00:00,UTC,86
1999,3,5,00:00,UTC,86
1999,3,6,00:00,UTC,86
1999,3,7,00:00,UTC,88
1999,3,8,00:00,UTC,88
1999,3,9,00:00,UTC,88
1999,3,10,00:00,UTC,88
1999,3,11,00:00,UTC,87
1999,3,12,00:00,UTC,85
1999,3,13,00:00,UTC,80
1999,3,14,00:00,UTC,82
1999,3,15,00:00,UTC,83
1999,3,16,00:00,UTC,83
1999,3,17,00:00,UTC,82
1999,3,18,00:00,UTC,82
1999,3,19,00:00,UTC,83
1999,3,20,00:00,UTC,82
1999,3,21,00:00,UTC,87
1999,3,22,00:00,UTC,86
1999,3,23,00:00,UTC,90
1999,3,24,00:00,UTC,96
1999,3,25,00:00,UTC,96
1999,3,26,00:00,UTC,94
1999,3,27,00:00,UTC,94
1999,3,28,00:00,UTC,97
1999,3,29,00:00,UTC,97
1999,3,30,00:00,UTC,96
1999,3,31,00:00,UTC,93
1999,4,1,00:00,UTC,88
1999,4,2,00:00,UTC,85
1999,4,3,00:00,UTC,84
1999,4,4,00:00,UTC,84
1999,4,5,00:00,UTC,84
1999,4,6,00:00,UTC,82
1999,4,7,00:00,UTC,84
1999,4,8,00:00,UTC,82
1999,4,9,00:00,UTC,82
1999,4,10,00:00,UTC,82
1999,4,11,00:00,UTC,82
1999,4,12,00:00,UTC,82
1999,4,13,00:00,UTC,82
1999,4,14,00:00,UTC,82
1999,4,15,00:00,UTC,80
1999,4,16,00:00,UTC,78
1999,4,17,00:00,UTC,77
1999,4,18,00:00,UTC,75
1999,4,19,00:00,UTC,65
1999,4,20,00:00,UTC,57
1999,4,21,00:00,UTC,51
1999,4,22,00:00,UTC,47
1999,4,23,00:00,UTC,36
1999,4,24,00:00,UTC,33
1999,4,25,00:00,UTC,29
1999,4,26,00:00,UTC,24
1999,4,27,00:00,UTC,19
1999,4,28,00:00,UTC,12
1999,4,29,00:00,UTC,0
1999,4,30,00:00,UTC,0
1999,5,1,00:00,UTC,5
1999,5,2,00:00,UTC,2
1999,5,3,00:00,UTC,1
1999,5,4,00:00,UTC,0
1999,5,5,00:00,UTC,0
1999,5,6,00:00,UTC,0
1999,5,7,00:00,UTC,0
1999,5,8,00:00,UTC,0
1999,5,9,00:00,UTC,0
1999,5,10,00:00,UTC,0
1999,5,11,00:00,UTC,0
1999,5,12,00:00,UTC,0
1999,5,13,00:00,UTC,0
1999,5,14,00:00,UTC,-1
1999,5,15,00:00,UTC,-1
1999,5,16,00:00,UTC,-1
1999,5,17,00:00,UTC,-1
1999,5,18,00:00,UTC,-1
1999,5,19,00:00,UTC,-1
1999,5,20,00:00,UTC,-1
1999,5,21,00:00,UTC,-1
1999,5,22,00:00,UTC,-1
1999,5,23,00:00,UTC,-1
1999,5,24,00:00,UTC,-1
1999,5,25,00:00,UTC,-1
1999,5,26,00:00,UTC,-1
1999,5,27,00:00,UTC,-1
1999,5,28,00:00,UTC,-1
1999,5,29,00:00,UTC,-1
1999,5,30,00:00,UTC,5
1999,5,31,00:00,UTC,12
1999,6,1,00:00,UTC,0
1999,6,2,00:00,UTC,-1
1999,6,3,00:00,UTC,-1
1999,6,4,00:00,UTC,-1
1999,6,5,00:00,UTC,-1
1999,6,6,00:00,UTC,-1
1999,6,7,00:00,UTC,-1
1999,6,8,00:00,UTC,-1
1999,6,9,00:00,UTC,-1
1999,6,10,00:00,UTC,-1
1999,6,11,00:00,UTC,-1
1999,6,12,00:00,UTC,-1
1999,6,13,00:00,UTC,-1
1999,6,14,00:00,UTC,-1
1999,6,15,00:00,UTC,-1
1999,6,16,00:00,UTC,-1
1999,6,17,00:00,UTC,-1
1999,6,18,00:00,UTC,-1
1999,6,19,00:00,UTC,-1
1999,6,20,00:00,UTC,-1
1999,6,21,00:00,UTC,-1
1999,6,22,00:00,UTC,-1
1999,6,23,00:00,UTC,-1
1999,6,24,00:00,UTC,-1
1999,6,25,00:00,UTC,-1
1999,6,26,00:00,UTC,-1
1999,6,27,00:00,UTC,-1
1999,6,28,00:00,UTC,-1
1999,6,29,00:00,UTC,-1
1999,6,30,00:00,UTC,-1
1999,7,1,00:00,UTC,-1
1999,7,2,00:00,UTC,-1
1999,7,3,00:00,UTC,-1
1999,7,4,00:00,UTC,-1
1999,7,5,00:00,UTC,-1
1999,7,6,00:00,UTC,-1
1999,7,7,00:00,UTC,-1
1999,7,8,00:00,UTC,-1
1999,7,9,00:00,UTC,-1
1999,7,10,00:00,UTC,-1
1999,7,11,00:00,UTC,-1
1999,7,12,00:00,UTC,-1
1999,7,13,00:00,UTC,-1
1999,7,14,00:00,UTC,-1
1999,7,15,00:00,UTC,-1
1999,7,16,00:00,UTC,-1
1999,7,17,00:00,UTC,-1
1999,7,18,00:00,UTC,-1
1999,7,19,00:00,UTC,-1
1999,7,20,00:00,UTC,-1
1999,7,21,00:00,UTC,-1
1999,7,22,00:00,UTC,-1
1999,7,23,00:00,UTC,-1
1999,7,24,00:00,UTC,-1
1999,7,25,00:00,UTC,-1
1999,7,26,00:00,UTC,-1
1999,7,27,00:00,UTC,-1
1999,7,28,00:00,UTC,-1
1999,7,29,00:00,UTC,-1
1999,7,30,00:00,UTC,-1
1999,7,31,00:00,UTC,-1
1999,8,1,00:00,UTC,-1
1999,8,2,00:00,UTC,-1
1999,8,3,00:00,UTC,-1
1999,8,4,00:00,UTC,-1
1999,8,5,00:00,UTC,-1
1999,8,6,00:00,UTC,-1
1999,8,7,00:00,UTC,-1
1999,8,8,00:00,UTC,-1
1999,8,9,00:00,UTC,-1
1999,8,10,00:00,UTC,-1
1999,8,11,00:00,UTC,-1
1999,8,12,00:00,UTC,-1
1999,8,13,00:00,UTC,-1
1999,8,14,00:00,UTC,-1
1999,8,15,00:00,UTC,-1
1999,8,16,00:00,UTC,-1
1999,8,17,00:00,UTC,-1
1999,8,18,00:00,UTC,-1
1999,8,19,00:00,UTC,-1
1999,8,20,00:00,UTC,-1
1999,8,21,00:00,UTC,-1
1999,8,22,00:00,UTC,-1
1999,8,23,00:00,UTC,-1
1999,8,24,00:00,UTC,-1
1999,8,25,00:00,UTC,-1
1999,8,26,00:00,UTC,-1
1999,8,27,00:00,UTC,-1
1999,8,28,00:00,UTC,-1
1999,8,29,00:00,UTC,-1
1999,8,30,00:00,UTC,-1
1999,8,31,00:00,UTC,-1
1999,9,1,00:00,UTC,-1
1999,9,2,00:00,UTC,-1
1999,9,3,00:00,UTC,-1
1999,9,4,00:00,UTC,-1
1999,9,5,00:00,UTC,-1
1999,9,6,00:00,UTC,-1
1999,9,7,00:00,UTC,-1
1999,9,8,00:00,UTC,-1
1999,9,9,00:00,UTC,-1
1999,9,10,00:00,UTC,-1
1999,9,11,00:00,UTC,-1
1999,9,12,00:00,UTC,-1
1999,9,13,00:00,UTC,-1
1999,9,14,00:00,UTC,-1
1999,9,15,00:00,UTC,-1
1999,9,16,00:00,UTC,-1
1999,9,17,00:00,UTC,-1
1999,9,18,00:00,UTC,-1
1999,9,19,00:00,UTC,-1
1999,9,20,00:00,UTC,-1
1999,9,21,00:00,UTC,-1
1999,9,22,00:00,UTC,-1
1999,9,23,00:00,UTC,-1
1999,9,24,00:00,UTC,-1
1999,9,25,00:00,UTC,-1
1999,9,26,00:00,UTC,-1
1999,9,27,00:00,UTC,-1
1999,9,28,00:00,UTC,-1
1999,9,29,00:00,UTC,-1
1999,9,30,00:00,UTC,-1
1999,10,1,00:00,UTC,-1
1999,10,2,00:00,UTC,-1
1999,10,3,00:00,UTC,-1
1999,10,4,00:00,UTC,-1
1999,10,5,00:00,UTC,-1
1999,10,6,00:00,UTC,-1
1999,10,7,00:00,UTC,-1
1999,10,8,00:00,UTC,-1
1999,10,9,00:00,UTC,-1
1999,10,10,00:00,UTC,-1
1999,10,11,00:00,UTC,-1
1999,10,12,00:00,UTC,-1
1999,10,13,00:00,UTC,-1
1999,10,14,00:00,UTC,-1
1999,10,15,00:00,UTC,-1
1999,10,16,00:00,UTC,-1
1999,10,17,00:00,UTC,-1
1999,10,18,00:00,UTC,-1
1999,10,19,00:00,UTC,-1
1999,10,20,00:00,UTC,-1
1999,10,21,00:00,UTC,-1
1999,10,22,00:00,UTC,-1
1999,10,23,00:00,UTC,-1
1999,10,24,00:00,UTC,-1
1999,10,25,00:00,UTC,-1
1999,10,26,00:00,UTC,-1
1999,10,27,00:00,UTC,-1
1999,10,28,00:00,UTC,-1
1999,10,29,00:00,UTC,1
1999,10,30,00:00,UTC,1
1999,10,31,00:00,UTC,-1
1999,11,1,00:00,UTC,-1
1999,11,2,00:00,UTC,-1
1999,11,3,00:00,UTC,0
1999,11,4,00:00,UTC,1
1999,11,5,00:00,UTC,4
1999,11,6,00:00,UTC,4
1999,11,7,00:00,UTC,4
1999,11,8,00:00,UTC,4
1999,11,9,00:00,UTC,3
1999,11,10,00:00,UTC,1
1999,11,11,00:00,UTC,3
1999,11,12,00:00,UTC,7
1999,11,13,00:00,UTC,9
1999,11,14,00:00,UTC,9
1999,11,15,00:00,UTC,10
1999,11,16,00:00,UTC,10
1999,11,17,00:00,UTC,22
1999,11,18,00:00,UTC,28
1999,11,19,00:00,UTC,25
1999,11,20,00:00,UTC,26
1999,11,21,00:00,UTC,26
1999,11,22,00:00,UTC,24
1999,11,23,00:00,UTC,24
1999,11,24,00:00,UTC,24
1999,11,25,00:00,UTC,23
1999,11,26,00:00,UTC,25
1999,11,27,00:00,UTC,25
1999,11,28,00:00,UTC,17
1999,11,29,00:00,UTC,19
1999,11,30,00:00,UTC,19
1999,12,1,00:00,UTC,24
1999,12,2,00:00,UTC,28
1999,12,3,00:00,UTC,28
1999,12,4,00:00,UTC,33
1999,12,5,00:00,UTC,35
1999,12,6,00:00,UTC,35
1999,12,7,00:00,UTC,35
1999,12,8,00:00,UTC,35
1999,12,9,00:00,UTC,35
1999,12,10,00:00,UTC,35
1999,12,11,00:00,UTC,36
1999,12,12,00:00,UTC,36
1999,12,13,00:00,UTC,36
1999,12,14,00:00,UTC,36
1999,12,15,00:00,UTC,37
1999,12,16,00:00,UTC,38
1999,12,17,00:00,UTC,39
1999,12,18,00:00,UTC,40
1999,12,19,00:00,UTC,43
1999,12,20,00:00,UTC,43
1999,12,21,00:00,UTC,44
1999,12,22,00:00,UTC,44
1999,12,23,00:00,UTC,44
1999,12,24,00:00,UTC,45
1999,12,25,00:00,UTC,45
1999,12,26,00:00,UTC,50
1999,12,27,00:00,UTC,50
1999,12,28,00:00,UTC,50
1999,12,29,00:00,UTC,51
1999,12,30,00:00,UTC,53
1999,12,31,00:00,UTC,53
2000,1,1,00:00,UTC,55
2000,1,2,00:00,UTC,56
2000,1,3,00:00,UTC,57
2000,1,4,00:00,UTC,57
2000,1,5,00:00,UTC,62
2000,1,6,00:00,UTC,63
2000,1,7,00:00,UTC,63
2000,1,8,00:00,UTC,63
2000,1,9,00:00,UTC,61
2000,1,10,00:00,UTC,59
2000,1,11,00:00,UTC,59
2000,1,12,00:00,UTC,59
2000,1,13,00:00,UTC,63
2000,1,14,00:00,UTC,63
2000,1,15,00:00,UTC,63
2000,1,16,00:00,UTC,63
2000,1,17,00:00,UTC,70
2000,1,18,00:00,UTC,70
2000,1,19,00:00,UTC,71
2000,1,20,00:00,UTC,71
2000,1,21,00:00,UTC,70
2000,1,22,00:00,UTC,70
2000,1,23,00:00,UTC,70
2000,1,24,00:00,UTC,70
2000,1,25,00:00,UTC,70
2000,1,26,00:00,UTC,70
2000,1,27,00:00,UTC,70
2000,1,28,00:00,UTC,70
2000,1,29,00:00,UTC,68
2000,1,30,00:00,UTC,75
2000,1,31,00:00,UTC,95
2000,2,1,00:00,UTC,98
2000,2,2,00:00,UTC,98
2000,2,3,00:00,UTC,97
2000,2,4,00:00,UTC,96
2000,2,5,00:00,UTC,97
2000,2,6,00:00,UTC,97
2000,2,7,00:00,UTC,102
2000,2,8,00:00,UTC,104
2000,2,9,00:00,UTC,106
2000,2,10,00:00,UTC,106
2000,2,11,00:00,UTC,108
2000,2,12,00:00,UTC,108
2000,2,13,00:00,UTC,108
2000,2,14,00:00,UTC,108
2000,2,15,00:00,UTC,107
2000,2,16,00:00,UTC,105
2000,2,17,00:00,UTC,105
2000,2,18,00:00,UTC,105
2000,2,19,00:00,UTC,105
2000,2,20,00:00,UTC,105
2000,2,21,00:00,UTC,104
2000,2,22,00:00,UTC,104
2000,2,23,00:00,UTC,104
2000,2,24,00:00,UTC,104
2000,2,25,00:00,UTC,103
2000,2,26,00:00,UTC,103
2000,2,27,00:00,UTC,104
2000,2,28,00:00,UTC,111
2000,2,29,00:00,UTC,116
2000,3,1,00:00,UTC,117
2000,3,2,00:00,UTC,125
2000,3,3,00:00,UTC,126
2000,3,4,00:00,UTC,127
2000,3,5,00:00,UTC,125
2000,3,6,00:00,UTC,122
2000,3,7,00:00,UTC,125
2000,3,8,00:00,UTC,123
2000,3,9,00:00,UTC,123
2000,3,10,00:00,UTC,122
2000,3,11,00:00,UTC,122
2000,3,12,00:00,UTC,118
2000,3,13,00:00,UTC,116
2000,3,14,00:00,UTC,116
2000,3,15,00:00,UTC,118
2000,3,16,00:00,UTC,116
2000,3,17,00:00,UTC,116
2000,3,18,00:00,UTC,115
2000,3,19,00:00,UTC,116
2000,3,20,00:00,UTC,113
2000,3,21,00:00,UTC,107
2000,3,22,00:00,UTC,107
2000,3,23,00:00,UTC,107
2000,3,24,00:00,UTC,107
2000,3,25,00:00,UTC,106
2000,3,26,00:00,UTC,105
2000,3,27,00:00,UTC,105
2000,3,28,00:00,UTC,105
2000,3,29,00:00,UTC,105
2000,3,30,00:00,UTC,104
2000,3,31,00:00,UTC,102
2000,4,1,00:00,UTC,100
2000,4,2,00:00,UTC,104
2000,4,3,00:00,UTC,103
2000,4,4,00:00,UTC,104
2000,4,5,00:00,UTC,118
2000,4,6,00:00,UTC,123
2000,4,7,00:00,UTC,126
2000,4,8,00:00,UTC,124
2000,4,9,00:00,UTC,123
2000,4,10,00:00,UTC,119
2000,4,11,00:00,UTC,114
2000,4,12,00:00,UTC,110
2000,4,13,00:00,UTC,112
2000,4,14,00:00,UTC,107
2000,4,15,00:00,UTC,105
2000,4,16,00:00,UTC,102
2000,4,17,00:00,UTC,99
2000,4,18,00:00,UTC,95
2000,4,19,00:00,UTC,90
2000,4,20,00:00,UTC,85
2000,4,21,00:00,UTC,81
2000,4,22,00:00,UTC,79
2000,4,23,00:00,UTC,72
2000,4,24,00:00,UTC,69
2000,4,25,00:00,UTC,64
2000,4,26,00:00,UTC,78
2000,4,27,00:00,UTC,68
2000,4,28,00:00,UTC,67
2000,4,29,00:00,UTC,62
2000,4,30,00:00,UTC,60
2000,5,1,00:00,UTC,59
2000,5,2,00:00,UTC,57
2000,5,3,00:00,UTC,53
2000,5,4,00:00,UTC,49
2000,5,5,00:00,UTC,45
2000,5,6,00:00,UTC,39
2000,5,7,00:00,UTC,38
2000,5,8,00:00,UTC,33
2000,5,9,00:00,UTC,26
2000,5,10,00:00,UTC,20
2000,5,11,00:00,UTC,5
2000,5,12,00:00,UTC,0
2000,5,13,00:00,UTC,0
2000,5,14,00:00,UTC,0
2000,5,15,00:00,UTC,-1
2000,5,16,00:00,UTC,-1
2000,5,17,00:00,UTC,-1
2000,5,18,00:00,UTC,-1
2000,5,19,00:00,UTC,-1
2000,5,20,00:00,UTC,-1
2000,5,21,00:00,UTC,-1
2000,5,22,00:00,UTC,-1
2000,5,23,00:00,UTC,-1
2000,5,24,00:00,UTC,-1
2000,5,25,00:00,UTC,-1
2000,5,26,00:00,UTC,-1
2000,5,27,00:00,UTC,-1
2000,5,28,00:00,UTC,-1
2000,5,29,00:00,UTC,-1
2000,5,30,00:00,UTC,-1
2000,5,31,00:00,UTC,-1
2000,6,1,00:00,UTC,-1
2000,6,2,00:00,UTC,-1
2000,6,3,00:00,UTC,-1
2000,6,4,00:00,UTC,-1
2000,6,5,00:00,UTC,-1
2000,6,6,00:00,UTC,-1
2000,6,7,00:00,UTC,-1
2000,6,8,00:00,UTC,-1
2000,6,9,00:00,UTC,-1
2000,6,10,00:00,UTC,-1
2000,6,11,00:00,UTC,-1
2000,6,12,00:00,UTC,-1
2000,6,13,00:00,UTC,-1
2000,6,14,00:00,UTC,-1
2000,6,15,00:00,UTC,-1
2000,6,16,00:00,UTC,-1
2000,6,17,00:00,UTC,-1
2000,6,18,00:00,UTC,-1
2000,6,19,00:00,UTC,-1
2000,6,20,00:00,UTC,-1
2000,6,21,00:00,UTC,-1
2000,6,22,00:00,UTC,-1
2000,6,23,00:00,UTC,-1
2000,6,24,00:00,UTC,-1
2000,6,25,00:00,UTC,-1
2000,6,26,00:00,UTC,-1
2000,6,27,00:00,UTC,-1
2000,6,28,00:00,UTC,-1
2000,6,29,00:00,UTC,-1
2000,6,30,00:00,UTC,-1
2000,7,1,00:00,UTC,-1
2000,7,2,00:00,UTC,-1
2000,7,3,00:00,UTC,-1
2000,7,4,00:00,UTC,-1
2000,7,5,00:00,UTC,-1
2000,7,6,00:00,UTC,-1
2000,7,7,00:00,UTC,-1
2000,7,8,00:00,UTC,-1
2000,7,9,00:00,UTC,-1
2000,7,10,00:00,UTC,-1
2000,7,11,00:00,UTC,-1
2000,7,12,00:00,UTC,-1
2000,7,13,00:00,UTC,-1
2000,7,14,00:00,UTC,-1
2000,7,15,00:00,UTC,-1
2000,7,16,00:00,UTC,-1
2000,7,17,00:00,UTC,-1
2000,7,18,00:00,UTC,-1
2000,7,19,00:00,UTC,-1
2000,7,20,00:00,UTC,-1
2000,7,21,00:00,UTC,-1
2000,7,22,00:00,UTC,-1
2000,7,23,00:00,UTC,-1
2000,7,24,00:00,UTC,-1
2000,7,25,00:00,UTC,-1
2000,7,26,00:00,UTC,-1
2000,7,27,00:00,UTC,-1
2000,7,28,00:00,UTC,-1
2000,7,29,00:00,UTC,-1
2000,7,30,00:00,UTC,-1
2000,7,31,00:00,UTC,-1
2000,8,1,00:00,UTC,-1
2000,8,2,00:00,UTC,-1
2000,8,3,00:00,UTC,-1
2000,8,4,00:00,UTC,-1
2000,8,5,00:00,UTC,-1
2000,8,6,00:00,UTC,-1
2000,8,7,00:00,UTC,-1
2000,8,8,00:00,UTC,-1
2000,8,9,00:00,UTC,-1
2000,8,10,00:00,UTC,-1
2000,8,11,00:00,UTC,-1
2000,8,12,00:00,UTC,-1
2000,8,13,00:00,UTC,-1
2000,8,14,00:00,UTC,-1
2000,8,15,00:00,UTC,-1
2000,8,16,00:00,UTC,-1
2000,8,17,00:00,UTC,-1
2000,8,18,00:00,UTC,-1
2000,8,19,00:00,UTC,-1
2000,8,20,00:00,UTC,-1
2000,8,21,00:00,UTC,-1
2000,8,22,00:00,UTC,-1
2000,8,23,00:00,UTC,-1
2000,8,24,00:00,UTC,-1
2000,8,25,00:00,UTC,-1
2000,8,26,00:00,UTC,-1
2000,8,27,00:00,UTC,-1
2000,8,28,00:00,UTC,-1
2000,8,29,00:00,UTC,-1
2000,8,30,00:00,UTC,-1
2000,8,31,00:00,UTC,-1
2000,9,1,00:00,UTC,-1
2000,9,2,00:00,UTC,-1
2000,9,3,00:00,UTC,-1
2000,9,4,00:00,UTC,-1
2000,9,5,00:00,UTC,-1
2000,9,6,00:00,UTC,-1
2000,9,7,00:00,UTC,-1
2000,9,8,00:00,UTC,-1
2000,9,9,00:00,UTC,-1
2000,9,10,00:00,UTC,-1
2000,9,11,00:00,UTC,-1
2000,9,12,00:00,UTC,-1
2000,9,13,00:00,UTC,-1
2000,9,14,00:00,UTC,-1
2000,9,15,00:00,UTC,-1
2000,9,16,00:00,UTC,-1
2000,9,17,00:00,UTC,-1
2000,9,18,00:00,UTC,-1
2000,9,19,00:00,UTC,-1
2000,9,20,00:00,UTC,-1
2000,9,21,00:00,UTC,-1
2000,9,22,00:00,UTC,-1
2000,9,23,00:00,UTC,-1
2000,9,24,00:00,UTC,-1
2000,9,25,00:00,UTC,-1
2000,9,26,00:00,UTC,-1
2000,9,27,00:00,UTC,-1
2000,9,28,00:00,UTC,-1
2000,9,29,00:00,UTC,-1
2000,9,30,00:00,UTC,-1
2000,10,1,00:00,UTC,-1
2000,10,2,00:00,UTC,-1
